1748736000000000,104591.88000000,104647.11000000,104530.42000000,104530.43000000,44.40977000,1748736299999999,4644728.54027490,8151,14.88668000,1557076.54914650,0
1748736300000000,104530.43000000,104559.56000000,104509.21000000,104535.84000000,22.60329000,1748736599999999,2362840.94936990,6240,10.39144000,1086299.54099860,0
1748736600000000,104535.84000000,104536.59000000,104454.41000000,104473.01000000,24.19999000,1748736899999999,2528990.04458030,5530,7.69750000,804351.03918700,0
1748736900000000,104473.01000000,104487.81000000,104396.22000000,104462.18000000,42.12392000,1748737199999999,4399313.75255580,11415,17.38966000,1816166.51373460,0
1748737200000000,104462.17000000,104490.57000000,104374.79000000,104433.71000000,22.53878000,1748737499999999,2354018.32059130,10547,10.08051000,1052848.95455500,0
1748737500000000,104433.70000000,104457.71000000,104370.26000000,104380.96000000,30.94389000,1748737799999999,3231154.04784520,8219,16.91850000,1766707.18259670,0
1748737800000000,104380.95000000,104424.85000000,104320.02000000,104373.49000000,41.42771000,1748738099999999,4323812.05806490,12870,19.48864000,2034117.09066960,0
1748738100000000,104373.49000000,104455.96000000,104373.48000000,104455.96000000,17.29261000,1748738399999999,1805846.88849650,6003,11.03508000,1152301.18234180,0
1748738400000000,104455.95000000,104455.95000000,104434.34000000,104455.34000000,11.60345000,1748738699999999,1211946.24056110,3317,5.93764000,620148.20464120,0
1748738700000000,104455.34000000,104480.00000000,104417.14000000,104443.40000000,13.56523000,1748738999999999,1416817.75227080,4383,7.03968000,735285.67508780,0
1748739000000000,104443.39000000,104454.26000000,104404.13000000,104404.13000000,7.82253000,1748739299999999,816990.90312100,2622,3.72504000,389059.27461730,0
1748739300000000,104404.13000000,104446.50000000,104390.24000000,104446.49000000,15.25178000,1748739599999999,1592402.71135090,2129,6.89481000,719902.26687270,0
1748739600000000,104446.49000000,104455.10000000,104390.37000000,104390.37000000,21.60726000,1748739899999999,2256327.97500270,4061,4.80220000,501488.50274300,0
1748739900000000,104390.37000000,104396.23000000,104349.05000000,104349.05000000,20.75264000,1748740199999999,2165829.40957250,5201,8.41106000,877808.64994540,0
1748740200000000,104349.05000000,104470.65000000,104349.05000000,104470.65000000,19.79191000,1748740499999999,2066461.75120380,6015,16.34059000,1706095.73160930,0
1748740500000000,104470.65000000,104505.58000000,104341.46000000,104353.01000000,40.76284000,1748740799999999,4257191.05366040,6229,14.63442000,1528808.97964990,0
1748740800000000,104353.00000000,104356.79000000,104316.53000000,104341.46000000,22.95032000,1748741099999999,2394539.51126460,4118,11.61338000,1211644.49208950,0
1748741100000000,104341.46000000,104421.25000000,104311.12000000,104382.54000000,22.37734000,1748741399999999,2335574.84755140,6725,13.63799000,1423410.33337130,0
1748741400000000,104382.54000000,104396.23000000,104277.55000000,104279.86000000,28.05017000,1748741699999999,2926291.13639500,7050,7.65995000,799263.82002640,0
1748741700000000,104279.86000000,104298.42000000,104185.00000000,104185.01000000,91.35297000,1748741999999999,9522565.58457280,10277,12.01959000,1252944.26744360,0
1748742000000000,104185.01000000,104235.33000000,104158.53000000,104213.05000000,55.01062000,1748742299999999,5731848.66781830,7719,20.03175000,2087384.59844820,0
1748742300000000,104213.05000000,104292.69000000,104213.05000000,104292.67000000,17.68546000,1748742599999999,1843966.80414500,5125,11.81104000,1231388.14052630,0
1748742600000000,104292.66000000,104292.68000000,103991.37000000,104018.87000000,99.51497000,1748742899999999,10362171.98036800,13842,18.96585000,1974747.64882960,0
1748742900000000,104018.87000000,104126.08000000,104018.87000000,104126.07000000,26.27617000,1748743199999999,2734552.33073360,10215,13.75445000,1431405.51165070,0
1748743200000000,104126.08000000,104126.32000000,104022.00000000,104066.02000000,37.57006000,1748743499999999,3910138.73046410,13990,16.21838000,1687851.90517180,0
1748743500000000,104066.02000000,104095.24000000,103924.52000000,103924.53000000,50.70491000,1748743799999999,5273570.12258870,14202,13.84351000,1440042.96052200,0
1748743800000000,103924.53000000,104047.61000000,103924.52000000,103946.23000000,28.37973000,1748744099999999,2951292.99670330,9202,11.36711000,1181942.07227570,0
